antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'CELEBRITY BROWNIE'}),frozenset({'BRINO JUNIOR'}),0.08052434456928839,0.26779026217228463,0.0599250936329588,0.7441860465116279,2.778988453407058,1.0,0.03836145828949768,2.86227442969016,0.696219450101833,0.2077922077922078,0.6506274906322489,0.4839811351439258
frozenset({'BRINO JUNIOR'}),frozenset({'CELEBRITY BROWNIE'}),0.26779026217228463,0.08052434456928839,0.0599250936329588,0.22377622377622378,2.778988453407058,1.0,0.03836145828949768,1.1845497182575835,0.8742806905370845,0.2077922077922078,0.15579735946334725,0.4839811351439258
frozenset({'BISCUIT RS DUO'}),frozenset({'DUNAROLL ROUGE'}),0.08801498127340825,0.20786516853932585,0.05056179775280899,0.5744680851063829,2.763657274295572,1.0,0.03226654883642638,1.8615168539325841,0.699749030344513,0.20610687022900764,0.4628036819073486,0.40885566417481306
frozenset({'DUNAROLL ROUGE'}),frozenset({'BISCUIT RS DUO'}),0.20786516853932585,0.08801498127340825,0.05056179775280899,0.24324324324324323,2.763657274295572,1.0,0.03226654883642638,1.205123060460139,0.8056212240609404,0.20610687022900764,0.1702092235973139,0.40885566417481306
frozenset({'BRINO BANANE'}),frozenset({'WAFER CHOCO'}),0.12172284644194757,0.15730337078651685,0.052434456928838954,0.4307692307692308,2.7384615384615385,1.0,0.03328704288179102,1.48041299726693,0.7228144989339018,0.23140495867768596,0.32451282051282054,0.3820512820512821
frozenset({'WAFER CHOCO'}),frozenset({'BRINO BANANE'}),0.15730337078651685,0.12172284644194757,0.052434456928838954,0.33333333333333337,2.7384615384615385,1.0,0.03328704288179102,1.3174157303370788,0.7533333333333332,0.23140495867768596,0.24093816631130066,0.3820512820512821
frozenset({'WAFER CHOCO'}),frozenset({'BESTO NOIR PM'}),0.15730337078651685,0.11797752808988764,0.05056179775280899,0.32142857142857145,2.724489795918368,1.0,0.03200353490720868,1.2998225901833236,0.751111111111111,0.225,0.23066424021838036,0.375
frozenset({'BESTO NOIR PM'}),frozenset({'WAFER CHOCO'}),0.11797752808988764,0.15730337078651685,0.05056179775280899,0.42857142857142855,2.7244897959183674,1.0,0.03200353490720868,1.4747191011235956,0.7176220806794055,0.225,0.32190476190476186,0.375
frozenset({'CELEBRITY TWIN'}),frozenset({'CELEBRITY FONDANT'}),0.10299625468164794,0.2209737827715356,0.06179775280898876,0.6,2.715254237288135,1.0,0.039038280800684534,1.947565543071161,0.7042449547668754,0.23571428571428568,0.48653846153846153,0.4398305084745763
frozenset({'CELEBRITY FONDANT'}),frozenset({'CELEBRITY TWIN'}),0.2209737827715356,0.10299625468164794,0.06179775280898876,0.2796610169491525,2.715254237288135,1.0,0.039038280800684534,1.2452522582066532,0.8108974358974358,0.23571428571428568,0.19694986023141428,0.4398305084745763
frozenset({'DAILY JOY CHOCOLATE 125 ML'}),frozenset({'DUNAROLL ROUGE'}),0.10299625468164794,0.20786516853932585,0.05805243445692884,0.5636363636363636,2.7115479115479113,1.0,0.03664310061860876,1.815308988764045,0.7036837497474577,0.22962962962962968,0.4491295938104448,0.4214578214578214
frozenset({'DUNAROLL ROUGE'}),frozenset({'DAILY JOY CHOCOLATE 125 ML'}),0.20786516853932585,0.10299625468164794,0.05805243445692884,0.27927927927927926,2.7115479115479113,1.0,0.03664310061860876,1.2445926966292136,0.7968428277282085,0.22962962962962968,0.1965242904700107,0.4214578214578214
"frozenset({'DUNAROLL ROUGE', 'BRINO JUNIOR'})",frozenset({'CELEBRITY FONDANT'}),0.11610486891385768,0.2209737827715356,0.06928838951310862,0.5967741935483871,2.700656096227447,1.0,0.04363225743102021,1.931985018726592,0.712437013284471,0.2587412587412587,0.48239764267990076,0.4551667577911427
frozenset({'CELEBRITY FONDANT'}),"frozenset({'DUNAROLL ROUGE', 'BRINO JUNIOR'})",0.2209737827715356,0.11610486891385768,0.06928838951310862,0.3135593220338983,2.7006560962274464,1.0,0.04363225743102021,1.287649697137837,0.8083419958419958,0.2587412587412587,0.2233912668773341,0.4551667577911427
frozenset({'TORTO'}),frozenset({'DUNAROLL ROUGE'}),0.10112359550561797,0.20786516853932585,0.056179775280898875,0.5555555555555556,2.6726726726726726,1.0,0.035159702057820985,1.782303370786517,0.6962500000000001,0.22222222222222227,0.43892828999211975,0.4129129129129129
frozenset({'DUNAROLL ROUGE'}),frozenset({'TORTO'}),0.20786516853932585,0.10112359550561797,0.056179775280898875,0.27027027027027023,2.672672672672672,1.0,0.035159702057820985,1.231793591344153,0.7900709219858156,0.22222222222222227,0.18817567567567564,0.4129129129129129
frozenset({'DOLCE WAFER COCOA'}),frozenset({'DUNAROLL ROUGE'}),0.10861423220973783,0.20786516853932585,0.0599250936329588,0.5517241379310345,2.6542404473438954,1.0,0.037347977948912175,1.7670700086430424,0.699185924369748,0.23357664233576642,0.4340914649058449,0.42000621310966135
frozenset({'DUNAROLL ROUGE'}),frozenset({'DOLCE WAFER COCOA'}),0.20786516853932585,0.10861423220973783,0.0599250936329588,0.2882882882882883,2.6542404473438954,1.0,0.037347977948912175,1.2524534205660645,0.7867907801418439,0.23357664233576642,0.20156711333181923,0.42000621310966135
"frozenset({'CELEBRITY FONDANT', 'BRINO JUNIOR'})",frozenset({'WAFER CHOCO'}),0.13108614232209737,0.15730337078651685,0.054307116104868915,0.4142857142857143,2.6336734693877553,1.0,0.03368682405420191,1.4387503425596058,0.7138822829964329,0.232,0.304952380952381,0.37976190476190474
frozenset({'WAFER CHOCO'}),"frozenset({'CELEBRITY FONDANT', 'BRINO JUNIOR'})",0.15730337078651685,0.13108614232209737,0.054307116104868915,0.34523809523809523,2.6336734693877553,1.0,0.03368682405420191,1.3270684371807968,0.7360919540229884,0.232,0.24645935960591134,0.37976190476190474
frozenset({'FAMELIO'}),frozenset({'DUNAROLL ROUGE'}),0.10674157303370786,0.20786516853932585,0.05805243445692884,0.543859649122807,2.616405879563774,1.0,0.0358645793881244,1.7366032843560935,0.6916210184621628,0.22627737226277378,0.4241632449919124,0.4115694642010431
frozenset({'DUNAROLL ROUGE'}),frozenset({'FAMELIO'}),0.20786516853932585,0.10674157303370786,0.05805243445692884,0.27927927927927926,2.616405879563774,1.0,0.0358645793881244,1.2393960674157303,0.779913063372226,0.22627737226277378,0.1931554195705139,0.4115694642010431
frozenset({'BESTO NOIR PM'}),frozenset({'CELEBRITY FONDANT'}),0.11797752808988764,0.2209737827715356,0.06741573033707865,0.5714285714285714,2.585956416464891,1.0,0.04134578967302108,1.8177278401997503,0.6953290870488321,0.2482758620689655,0.4498626373626373,0.4382566585956416
frozenset({'CELEBRITY FONDANT'}),frozenset({'BESTO NOIR PM'}),0.2209737827715356,0.11797752808988764,0.06741573033707865,0.30508474576271183,2.585956416464891,1.0,0.04134578967302108,1.269251849821869,0.7872596153846153,0.2482758620689655,0.21213429774371148,0.4382566585956416
frozenset({'DOLCE WAFER COCOA'}),frozenset({'CELEBRITY FONDANT'}),0.10861423220973783,0.2209737827715356,0.06179775280898876,0.5689655172413793,2.574810052600818,1.0,0.037796855054777034,1.8073408239700377,0.6861471861471863,0.23076923076923073,0.4467009283819629,0.42431326709526596
frozenset({'CELEBRITY FONDANT'}),frozenset({'DOLCE WAFER COCOA'}),0.2209737827715356,0.10861423220973783,0.06179775280898876,0.2796610169491525,2.574810052600818,1.0,0.037796855054777034,1.237453183520599,0.7851107226107226,0.23076923076923073,0.19188861985472155,0.42431326709526596
"frozenset({'CELEBRITY FONDANT', 'BRINO JUNIOR'})",frozenset({'DUNAROLL ROUGE'}),0.13108614232209737,0.20786516853932585,0.06928838951310862,0.5285714285714287,2.542857142857143,1.0,0.04204014644615579,1.6802860061287033,0.6982758620689655,0.2569444444444445,0.4048632218844986,0.430952380952381
frozenset({'DUNAROLL ROUGE'}),"frozenset({'CELEBRITY FONDANT', 'BRINO JUNIOR'})",0.20786516853932585,0.13108614232209737,0.06928838951310862,0.3333333333333333,2.542857142857143,1.0,0.04204014644615579,1.3033707865168538,0.7659574468085106,0.2569444444444445,0.23275862068965517,0.430952380952381
"frozenset({'CELEBRITY FONDANT', 'WAFER CHOCO'})",frozenset({'BRINO JUNIOR'}),0.08052434456928839,0.26779026217228463,0.054307116104868915,0.6744186046511628,2.5184582859001465,1.0,0.03274348076140779,2.2489299090422685,0.6557342510007724,0.1847133757961784,0.5553440789864985,0.4386079037241828
frozenset({'BRINO JUNIOR'}),"frozenset({'CELEBRITY FONDANT', 'WAFER CHOCO'})",0.26779026217228463,0.08052434456928839,0.054307116104868915,0.2027972027972028,2.5184582859001465,1.0,0.03274348076140779,1.153377357250805,0.8234412205661875,0.1847133757961784,0.13298107188127556,0.4386079037241828
"frozenset({'BRINO BANANE', 'BRINO JUNIOR'})",frozenset({'CELEBRITY FONDANT'}),0.10112359550561797,0.2209737827715356,0.056179775280898875,0.5555555555555556,2.5141242937853105,1.0,0.033834111854563816,1.752808988764045,0.67,0.2112676056338028,0.4294871794871795,0.4048964218455744
frozenset({'CELEBRITY FONDANT'}),"frozenset({'BRINO BANANE', 'BRINO JUNIOR'})",0.2209737827715356,0.10112359550561797,0.056179775280898875,0.2542372881355932,2.5141242937853105,1.0,0.033834111854563816,1.2053115423901941,0.7730769230769231,0.2112676056338028,0.17033898305084746,0.4048964218455744
frozenset({'CELEBRITY TWIN'}),frozenset({'BRINO JUNIOR'}),0.10299625468164794,0.26779026217228463,0.06928838951310862,0.6727272727272727,2.5121424030514943,1.0,0.04170699546914672,2.2373075322513527,0.6710489194831575,0.22981366459627328,0.5530341780981167,0.46573426573426574
"frozenset({'CELEBRITY FONDANT', 'DUNAROLL ROUGE'})",frozenset({'BRINO JUNIOR'}),0.10299625468164794,0.26779026217228463,0.06928838951310862,0.6727272727272727,2.5121424030514943,1.0,0.04170699546914672,2.2373075322513527,0.6710489194831575,0.22981366459627328,0.5530341780981167,0.46573426573426574
frozenset({'BRINO JUNIOR'}),frozenset({'CELEBRITY TWIN'}),0.26779026217228463,0.10299625468164794,0.06928838951310862,0.25874125874125875,2.512142403051494,1.0,0.04170699546914672,1.2101088262313617,0.8220778323080115,0.22981366459627328,0.17362804210403376,0.46573426573426574
frozenset({'BRINO JUNIOR'}),"frozenset({'CELEBRITY FONDANT', 'DUNAROLL ROUGE'})",0.26779026217228463,0.10299625468164794,0.06928838951310862,0.25874125874125875,2.512142403051494,1.0,0.04170699546914672,1.2101088262313617,0.8220778323080115,0.22981366459627328,0.17362804210403376,0.46573426573426574
"frozenset({'DUNAROLL ROUGE', 'WAFER CHOCO'})",frozenset({'CELEBRITY FONDANT'}),0.09176029962546817,0.2209737827715356,0.05056179775280899,0.5510204081632653,2.493600830162573,1.0,0.030285177236319766,1.7351038474633977,0.6594883543337151,0.19285714285714287,0.42366562009419145,0.38991698374264955
frozenset({'CELEBRITY FONDANT'}),"frozenset({'DUNAROLL ROUGE', 'WAFER CHOCO'})",0.2209737827715356,0.09176029962546817,0.05056179775280899,0.22881355932203387,2.493600830162573,1.0,0.030285177236319766,1.1777174136724697,0.7688746438746438,0.19285714285714287,0.15089987768652802,0.38991698374264955
frozenset({'BESTO NOIR PM'}),frozenset({'BRINO JUNIOR'}),0.11797752808988764,0.26779026217228463,0.07865168539325842,0.6666666666666666,2.4895104895104896,1.0,0.04705845221562934,2.196629213483146,0.6783439490445861,0.25609756097560976,0.5447570332480818,0.48018648018648014
frozenset({'BRINO JUNIOR'}),frozenset({'BESTO NOIR PM'}),0.26779026217228463,0.11797752808988764,0.07865168539325842,0.2937062937062937,2.4895104895104896,1.0,0.04705845221562934,1.2488040938925355,0.8171355498721228,0.25609756097560976,0.19923388713197626,0.48018648018648014
"frozenset({'BRINO JUNIOR', 'WAFER CHOCO'})",frozenset({'CELEBRITY FONDANT'}),0.09925093632958802,0.2209737827715356,0.054307116104868915,0.5471698113207547,2.476175247841381,1.0,0.032375261260503024,1.7203495630461922,0.6618395583912825,0.20422535211267606,0.41872278664731494,0.39646626159258075
frozenset({'CELEBRITY FONDANT'}),"frozenset({'BRINO JUNIOR', 'WAFER CHOCO'})",0.2209737827715356,0.09925093632958802,0.054307116104868915,0.24576271186440676,2.476175247841381,1.0,0.032375261260503024,1.194251567563018,0.7652519893899205,0.20422535211267606,0.16265548468938298,0.39646626159258075
frozenset({'DUNAROLL ROUGE'}),frozenset({'BESTO NOIR PM'}),0.20786516853932585,0.11797752808988764,0.0599250936329588,0.2882882882882883,2.443586443586444,1.0,0.03540167487270126,1.2392973972407908,0.7457890070921985,0.22535211267605632,0.19309118035232684,0.39811239811239807
frozenset({'BESTO NOIR PM'}),frozenset({'DUNAROLL ROUGE'}),0.11797752808988764,0.20786516853932585,0.0599250936329588,0.5079365079365079,2.4435864435864434,1.0,0.03540167487270126,1.6098223994200798,0.6697850318471338,0.22535211267605632,0.3788134639198468,0.39811239811239807
frozenset({'CELEBRITY MINI BAR'}),frozenset({'DUNAROLL ROUGE'}),0.1254681647940075,0.20786516853932585,0.06367041198501873,0.5074626865671642,2.4413069786204113,1.0,0.03758995076379246,1.608273748723187,0.675085023302683,0.23611111111111108,0.37821530644649093,0.40688449643673524
frozenset({'DUNAROLL ROUGE'}),frozenset({'CELEBRITY MINI BAR'}),0.20786516853932585,0.1254681647940075,0.06367041198501873,0.3063063063063063,2.4413069786204113,1.0,0.03758995076379246,1.2606887494527943,0.7453066332916145,0.23611111111111108,0.20678279993055151,0.40688449643673524
frozenset({'BRINO JUNIOR'}),frozenset({'CHAMIA  90G'}),0.26779026217228463,0.09176029962546817,0.0599250936329588,0.22377622377622378,2.4387041529898674,1.0,0.03535257893924729,1.1700745689509735,0.8057065217391304,0.19999999999999998,0.14535361545670825,0.4384187241330098
frozenset({'CHAMIA  90G'}),frozenset({'BRINO JUNIOR'}),0.09176029962546817,0.26779026217228463,0.0599250936329588,0.6530612244897959,2.438704152989867,1.0,0.03535257893924729,2.1104868913857677,0.6495489690721649,0.19999999999999998,0.5261756876663708,0.4384187241330098
frozenset({'WAFERS GM CC'}),frozenset({'BRINO JUNIOR'}),0.12921348314606743,0.26779026217228463,0.08426966292134831,0.6521739130434782,2.4353906962602614,1.0,0.04966755039346883,2.105102996254681,0.6768458781362007,0.2694610778443114,0.524963860780607,0.4834296138643964
frozenset({'BRINO JUNIOR'}),frozenset({'WAFERS GM CC'}),0.26779026217228463,0.12921348314606743,0.08426966292134831,0.3146853146853147,2.4353906962602614,1.0,0.04966755039346883,1.2706374684705344,0.8049445865302642,0.2694610778443114,0.21299345815474846,0.4834296138643964
frozenset({'CHAMIA 25G'}),frozenset({'BRINO JUNIOR'}),0.0898876404494382,0.26779026217228463,0.05805243445692884,0.6458333333333334,2.411713286713287,1.0,0.033981399654925734,2.067415730337079,0.6431700517722024,0.19375000000000003,0.516304347826087,0.43130827505827507
frozenset({'BRINO JUNIOR'}),frozenset({'CHAMIA 25G'}),0.26779026217228463,0.0898876404494382,0.05805243445692884,0.2167832167832168,2.411713286713287,1.0,0.033981399654925734,1.1620184590690208,0.7994389901823283,0.19375000000000003,0.13942847276180612,0.43130827505827507
"frozenset({'CELEBRITY MINI BAR', 'CELEBRITY FONDANT'})",frozenset({'BRINO JUNIOR'}),0.07865168539325842,0.26779026217228463,0.05056179775280899,0.6428571428571429,2.400599400599401,1.0,0.029499642301056263,2.0501872659176033,0.6332429990966576,0.1708860759493671,0.5122396784800878,0.4158341658341659
frozenset({'BRINO JUNIOR'}),"frozenset({'CELEBRITY MINI BAR', 'CELEBRITY FONDANT'})",0.26779026217228463,0.07865168539325842,0.05056179775280899,0.1888111888111888,2.4005994005994005,1.0,0.029499642301056263,1.135800077489345,0.7968172776356919,0.1708860759493671,0.11956336346580247,0.4158341658341659
"frozenset({'DUNAROLL ROUGE', 'WAFER CHOCO'})",frozenset({'BRINO JUNIOR'}),0.09176029962546817,0.26779026217228463,0.05805243445692884,0.6326530612244898,2.362494648208934,1.0,0.03347991976321733,1.9932376196421142,0.6349850349185235,0.1925465838509317,0.49830366929380454,0.4247181390038533
frozenset({'BRINO JUNIOR'}),"frozenset({'DUNAROLL ROUGE', 'WAFER CHOCO'})",0.26779026217228463,0.09176029962546817,0.05805243445692884,0.2167832167832168,2.362494648208934,1.0,0.03347991976321733,1.1596274745853397,0.7876412837224652,0.1925465838509317,0.13765409847884075,0.4247181390038533
frozenset({'CELEBRITY TWIN'}),frozenset({'DUNAROLL ROUGE'}),0.10299625468164794,0.20786516853932585,0.05056179775280899,0.4909090909090909,2.3616707616707617,1.0,0.029152463914488908,1.5559791332263244,0.6427742983066573,0.19424460431654678,0.35731785944551897,0.3670761670761671
frozenset({'DUNAROLL ROUGE'}),frozenset({'CELEBRITY TWIN'}),0.20786516853932585,0.10299625468164794,0.05056179775280899,0.24324324324324323,2.3616707616707613,1.0,0.029152463914488908,1.185326377742108,0.7278697136853164,0.19424460431654678,0.15635050499351125,0.3670761670761671
frozenset({'BRINO JUNIOR'}),frozenset({'FAMELIO'}),0.26779026217228463,0.10674157303370786,0.06741573033707865,0.2517482517482518,2.3584836216415166,1.0,0.03883137650969995,1.1937939724876614,0.7866581415174765,0.21951219512195122,0.16233452082508693,0.4416635995583364
frozenset({'FAMELIO'}),frozenset({'BRINO JUNIOR'}),0.10674157303370786,0.26779026217228463,0.06741573033707865,0.631578947368421,2.358483621641516,1.0,0.03883137650969995,1.9874264312466559,0.6448287910552062,0.21951219512195122,0.4968367209584062,0.4416635995583364
frozenset({'WAFER CHOCO'}),frozenset({'BRINO JUNIOR'}),0.15730337078651685,0.26779026217228463,0.09925093632958802,0.630952380952381,2.3561438561438566,1.0,0.05712662542608257,1.9840521928234873,0.6830188679245283,0.30459770114942536,0.4959810010960907,0.5007908757908759
frozenset({'BRINO JUNIOR'}),frozenset({'WAFER CHOCO'}),0.26779026217228463,0.15730337078651685,0.09925093632958802,0.3706293706293707,2.3561438561438566,1.0,0.05712662542608257,1.3389513108614233,0.7860830960768229,0.30459770114942536,0.2531468531468532,0.5007908757908759
frozenset({'DAILY COCKTAIL 20CL'}),frozenset({'DUNAROLL ROUGE'}),0.1198501872659176,0.20786516853932585,0.05805243445692884,0.484375,2.3302364864864864,1.0,0.03313975508142911,1.536261491317671,0.6485929993136581,0.2152777777777778,0.3490691489361702,0.38182713963963966
frozenset({'DUNAROLL ROUGE'}),frozenset({'DAILY COCKTAIL 20CL'}),0.20786516853932585,0.1198501872659176,0.05805243445692884,0.27927927927927926,2.3302364864864864,1.0,0.03313975508142911,1.2212078651685394,0.7206588881262868,0.2152777777777778,0.18113858539390448,0.38182713963963966
frozenset({'DOLCE WAFER COCOA'}),frozenset({'BRINO JUNIOR'}),0.10861423220973783,0.26779026217228463,0.06741573033707865,0.6206896551724138,2.3178201109235594,1.0,0.038329896617991556,1.9303711270003405,0.6378384687208217,0.2181818181818182,0.48196489990298974,0.4362189534603328
frozenset({'BRINO JUNIOR'}),frozenset({'DOLCE WAFER COCOA'}),0.26779026217228463,0.10861423220973783,0.06741573033707865,0.2517482517482518,2.3178201109235594,1.0,0.038329896617991556,1.1912912597570793,0.7764990053992612,0.2181818181818182,0.16057471939824886,0.4362189534603328
frozenset({'WAFER CHOCO'}),frozenset({'CELEBRITY FONDANT'}),0.15730337078651685,0.2209737827715356,0.08052434456928839,0.511904761904762,2.316585956416465,1.0,0.0457644236838783,1.5960537133461226,0.6744186046511627,0.270440251572327,0.37345467032967045,0.4381557707828895
frozenset({'CELEBRITY FONDANT'}),frozenset({'WAFER CHOCO'}),0.2209737827715356,0.15730337078651685,0.08052434456928839,0.3644067796610169,2.3165859564164646,1.0,0.0457644236838783,1.3258426966292134,0.7295393559928443,0.270440251572327,0.24576271186440674,0.4381557707828895
frozenset({'BRINO JUNIOR'}),frozenset({'DAILY JOY CHOCOLATE 125 ML'}),0.26779026217228463,0.10299625468164794,0.06367041198501873,0.2377622377622378,2.3084551811824543,1.0,0.03608901794105683,1.176803078720407,0.7741086204302694,0.2073170731707317,0.15024015650320455,0.427972027972028
frozenset({'DAILY JOY CHOCOLATE 125 ML'}),frozenset({'BRINO JUNIOR'}),0.10299625468164794,0.26779026217228463,0.06367041198501873,0.6181818181818182,2.308455181182454,1.0,0.03608901794105683,1.9176921705011591,0.6318924229399485,0.2073170731707317,0.4785398744478028,0.427972027972028
frozenset({'BRINO BANANE'}),frozenset({'CELEBRITY FONDANT'}),0.12172284644194757,0.2209737827715356,0.06179775280898876,0.5076923076923077,2.2975228161668837,1.0,0.03490019498099285,1.5823970037453183,0.6430186728694189,0.21999999999999997,0.3680473372781065,0.39367666232073006
frozenset({'CELEBRITY FONDANT'}),frozenset({'BRINO BANANE'}),0.2209737827715356,0.12172284644194757,0.06179775280898876,0.2796610169491525,2.2975228161668837,1.0,0.03490019498099285,1.2192553425864727,0.7249417249417247,0.21999999999999997,0.17982725597195615,0.39367666232073006
frozenset({'DAILY\xa0JOY\xa012.5CL'}),frozenset({'DUNAROLL ROUGE'}),0.12172284644194757,0.20786516853932585,0.05805243445692884,0.47692307692307695,2.2943866943866946,1.0,0.03275049446618693,1.5143754130865832,0.6423412889469701,0.21379310344827587,0.3396617566830333,0.3781011781011781
frozenset({'DUNAROLL ROUGE'}),frozenset({'DAILY\xa0JOY\xa012.5CL'}),0.20786516853932585,0.12172284644194757,0.05805243445692884,0.27927927927927926,2.294386694386694,1.0,0.03275049446618693,1.2186095505617978,0.7121940059482954,0.21379310344827587,0.17939261222843306,0.3781011781011781
frozenset({'DUNAROLL ROUGE'}),frozenset({'CELEBRITY FONDANT'}),0.20786516853932585,0.2209737827715356,0.10299625468164794,0.4954954954954955,2.2423270728355473,1.0,0.05706350208307032,1.5441412520064208,0.6994197292069632,0.3160919540229885,0.3523908523908523,0.4807985952053748
frozenset({'CELEBRITY FONDANT'}),frozenset({'DUNAROLL ROUGE'}),0.2209737827715356,0.20786516853932585,0.10299625468164794,0.4661016949152542,2.2423270728355473,1.0,0.05706350208307032,1.4836811128945961,0.711188811188811,0.3160919540229885,0.32600072124053364,0.4807985952053748
frozenset({'DAILY\xa0JOY\xa012.5CL'}),frozenset({'BRINO JUNIOR'}),0.12172284644194757,0.26779026217228463,0.07303370786516854,0.6,2.2405594405594407,1.0,0.04043751490412265,1.8305243445692883,0.630419331911869,0.23076923076923075,0.4537084398976982,0.43636363636363634
frozenset({'BRINO JUNIOR'}),frozenset({'DAILY\xa0JOY\xa012.5CL'}),0.26779026217228463,0.12172284644194757,0.07303370786516854,0.2727272727272727,2.2405594405594402,1.0,0.04043751490412265,1.207631086142322,0.7561807331628303,0.23076923076923075,0.17193254506687336,0.43636363636363634
